"日期",用户注册来源,订单来源,业务类别,订单地区,投诉原因,新增订单量,实际服务订单量,待服务订单量,取消订单量,被拒订单量,待服务订单已消耗天数,好评订单量,被投诉订单量,新增订单数量级别,半月分组,年,中国分组,到今天的差额（天）,hours
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,北京,无服务,10796.0,8919.0,1190.0,296.0,391.0,2.0,6144.0,128.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,北京,无服务,14828.0,10773.0,3185.0,529.0,341.0,10.0,7380.0,137.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,长沙,其他,19130.0,12705.0,4302.0,966.0,1157.0,8.0,8032.0,189.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,杭州,无服务,11689.0,10759.0,713.0,150.0,67.0,5.0,6056.0,316.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,上海,服务者原因,24216.0,19104.0,3295.0,563.0,1254.0,2.0,13467.0,233.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,上海,其他,22354.0,14213.0,4895.0,1959.0,1287.0,3.0,8361.0,566.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,深圳,服务者原因,12589.0,11136.0,1104.0,109.0,240.0,5.0,8754.0,124.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,深圳,无服务,11764.0,9168.0,2060.0,276.0,260.0,2.0,4815.0,393.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,武汉,其他,18329.0,13456.0,3461.0,676.0,736.0,9.0,7452.0,219.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,按摩,武汉,其他,22284.0,20522.0,1404.0,220.0,138.0,6.0,15738.0,454.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,北京,服务者原因,18813.0,17843.0,739.0,106.0,125.0,4.0,10806.0,700.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,北京,其他,10188.0,6883.0,2067.0,792.0,446.0,10.0,4183.0,128.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,北京,无服务,18851.0,16477.0,1899.0,243.0,232.0,4.0,10320.0,495.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,长沙,服务者原因,27154.0,20505.0,5115.0,959.0,575.0,7.0,11631.0,545.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,长沙,服务者原因,28192.0,18792.0,6182.0,982.0,2236.0,9.0,12895.0,572.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,长沙,无服务,16107.0,9832.0,4601.0,514.0,1160.0,4.0,6676.0,205.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,长沙,无服务,20489.0,18486.0,1481.0,305.0,217.0,3.0,14223.0,332.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,上海,服务者原因,22449.0,15830.0,4906.0,882.0,831.0,9.0,11604.0,146.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,深圳,服务者原因,18011.0,13709.0,3431.0,430.0,441.0,7.0,9664.0,128.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,深圳,服务者原因,21679.0,18834.0,1956.0,554.0,335.0,7.0,12759.0,409.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,微信公众号,洗衣,武汉,其他,19728.0,17281.0,1949.0,187.0,311.0,5.0,11325.0,321.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,应用商店,Android APP,按摩,广州,服务者原因,26374.0,21517.0,2993.0,608.0,1256.0,5.0,12771.0,350.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,应用商店,Android APP,按摩,广州,无服务,19844.0,13038.0,4356.0,1312.0,1138.0,2.0,9988.0,185.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,应用商店,Android APP,洗衣,长沙,其他,11798.0,9594.0,1635.0,402.0,167.0,6.0,5541.0,210.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,应用商店,微信公众号,按摩,成都,服务者原因,11732.0,8126.0,2440.0,527.0,639.0,7.0,6316.0,173.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,应用商店,微信公众号,按摩,广州,服务者原因,26621.0,18380.0,5878.0,921.0,1442.0,1.0,11990.0,425.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,应用商店,微信公众号,按摩,深圳,服务者原因,12257.0,10486.0,1326.0,346.0,99.0,3.0,5262.0,306.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,应用商店,微信公众号,洗衣,深圳,服务者原因,19118.0,12581.0,5178.0,897.0,462.0,10.0,6571.0,417.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月4日,UC浏览器引流,Android APP,按摩,广州,无服务,14431.0,13126.0,840.0,273.0,192.0,6.0,7088.0,199.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,Android APP,按摩,杭州,无服务,19065.0,16647.0,1781.0,373.0,264.0,3.0,9326.0,347.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,Android APP,按摩,上海,服务者原因,15041.0,10651.0,3373.0,773.0,244.0,1.0,6992.0,161.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,Android APP,洗衣,长沙,无服务,10681.0,8370.0,1843.0,229.0,239.0,5.0,5644.0,91.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,Android APP,洗衣,上海,无服务,25812.0,19452.0,4346.0,811.0,1203.0,1.0,12792.0,405.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,按摩,上海,其他,11393.0,11240.0,92.0,28.0,33.0,10.0,6436.0,243.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,按摩,上海,其他,17984.0,14546.0,2680.0,299.0,459.0,3.0,7520.0,503.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,按摩,上海,其他,28968.0,18151.0,7212.0,2373.0,1232.0,2.0,10739.0,578.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,按摩,上海,无服务,17165.0,13399.0,2287.0,1082.0,397.0,1.0,9253.0,253.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,按摩,深圳,其他,20822.0,14850.0,3765.0,713.0,1494.0,3.0,9569.0,325.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,洗衣,长沙,其他,28252.0,17100.0,8874.0,1646.0,632.0,10.0,11860.0,513.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,洗衣,成都,无服务,17986.0,12896.0,3786.0,993.0,311.0,4.0,9903.0,286.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,洗衣,上海,无服务,21733.0,20102.0,1223.0,228.0,180.0,6.0,10757.0,421.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,iOS APP,洗衣,深圳,服务者原因,14626.0,14104.0,392.0,80.0,50.0,10.0,9520.0,428.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,微信公众号,按摩,长沙,服务者原因,25331.0,25036.0,198.0,73.0,24.0,7.0,15824.0,758.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,微信公众号,按摩,广州,无服务,19817.0,15838.0,2947.0,350.0,682.0,6.0,12631.0,198.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,微信公众号,按摩,杭州,其他,20503.0,20464.0,25.0,11.0,3.0,1.0,15729.0,358.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,微信公众号,洗衣,长沙,其他,27715.0,20419.0,4887.0,1324.0,1085.0,1.0,10244.0,920.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,微信公众号,洗衣,成都,服务者原因,17537.0,10654.0,4222.0,971.0,1690.0,8.0,7837.0,134.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,微信公众号,洗衣,广州,服务者原因,29919.0,23004.0,4568.0,1326.0,1021.0,3.0,17816.0,249.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,UC浏览器引流,微信公众号,洗衣,武汉,无服务,13308.0,12088.0,965.0,92.0,163.0,3.0,9363.0,258.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,Android APP,按摩,长沙,无服务,18907.0,13602.0,3901.0,919.0,485.0,10.0,7397.0,324.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,Android APP,按摩,杭州,服务者原因,28309.0,24284.0,2616.0,929.0,480.0,4.0,17689.0,488.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,Android APP,按摩,深圳,服务者原因,24130.0,19380.0,2877.0,1307.0,566.0,9.0,11805.0,691.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,Android APP,按摩,深圳,无服务,15372.0,12926.0,1664.0,305.0,477.0,1.0,8863.0,242.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,Android APP,洗衣,广州,其他,27021.0,23461.0,2840.0,500.0,220.0,4.0,17749.0,323.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,Android APP,洗衣,广州,无服务,23010.0,14985.0,4886.0,1187.0,1952.0,10.0,11409.0,144.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,Android APP,洗衣,武汉,服务者原因,16930.0,12135.0,3422.0,879.0,494.0,8.0,8584.0,261.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,Android APP,洗衣,武汉,服务者原因,19656.0,15276.0,3318.0,721.0,341.0,3.0,9412.0,360.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,iOS APP,按摩,上海,其他,29950.0,18255.0,8083.0,2652.0,960.0,2.0,10698.0,341.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,iOS APP,按摩,武汉,无服务,12958.0,10481.0,1534.0,519.0,424.0,4.0,7657.0,200.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,iOS APP,洗衣,长沙,无服务,16467.0,16333.0,82.0,32.0,20.0,10.0,11496.0,294.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,iOS APP,洗衣,成都,服务者原因,11892.0,11558.0,229.0,78.0,27.0,5.0,7236.0,276.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,iOS APP,洗衣,成都,服务者原因,25754.0,21362.0,2785.0,1108.0,499.0,1.0,14402.0,365.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,iOS APP,洗衣,广州,无服务,14437.0,11964.0,1737.0,553.0,183.0,10.0,7537.0,135.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,iOS APP,洗衣,广州,无服务,21433.0,16083.0,3212.0,948.0,1190.0,7.0,12239.0,171.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,iOS APP,洗衣,上海,其他,11456.0,7274.0,2903.0,740.0,539.0,7.0,5067.0,197.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,微信公众号,按摩,长沙,无服务,11972.0,10166.0,1404.0,126.0,276.0,5.0,6095.0,221.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,微信公众号,按摩,杭州,无服务,13844.0,9221.0,3045.0,744.0,834.0,1.0,4680.0,146.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,微信公众号,按摩,武汉,服务者原因,11251.0,8846.0,1574.0,458.0,373.0,9.0,6057.0,246.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,微信公众号,洗衣,上海,其他,15614.0,14171.0,1107.0,212.0,124.0,5.0,10133.0,243.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,微信公众号,洗衣,上海,其他,15867.0,11882.0,3072.0,338.0,575.0,3.0,6818.0,249.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,地推二维码扫描,微信公众号,洗衣,上海,无服务,17085.0,11115.0,3840.0,1625.0,505.0,3.0,6152.0,496.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,Android APP,按摩,长沙,服务者原因,22961.0,16453.0,4989.0,924.0,595.0,2.0,10318.0,550.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,Android APP,按摩,成都,其他,20171.0,12985.0,4389.0,1103.0,1694.0,10.0,10345.0,257.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,Android APP,按摩,武汉,其他,22392.0,13480.0,6464.0,1222.0,1226.0,7.0,10076.0,263.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,Android APP,洗衣,北京,无服务,22541.0,14607.0,5315.0,1890.0,729.0,5.0,10791.0,225.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,Android APP,洗衣,长沙,无服务,23495.0,18726.0,3015.0,823.0,931.0,2.0,12858.0,333.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,Android APP,洗衣,成都,服务者原因,10227.0,6996.0,2070.0,797.0,364.0,5.0,5298.0,96.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,Android APP,洗衣,广州,其他,28809.0,18654.0,6970.0,1266.0,1919.0,2.0,12495.0,545.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,按摩,北京,服务者原因,27632.0,17627.0,6039.0,2484.0,1482.0,4.0,10464.0,529.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,按摩,北京,无服务,12490.0,10240.0,1559.0,322.0,369.0,8.0,6608.0,200.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,按摩,成都,服务者原因,13305.0,10160.0,2416.0,284.0,445.0,8.0,7489.0,98.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,按摩,成都,无服务,11218.0,7144.0,2567.0,1201.0,306.0,8.0,5291.0,110.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,按摩,杭州,其他,22104.0,20301.0,1296.0,192.0,315.0,1.0,11709.0,307.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,按摩,上海,其他,18427.0,14877.0,2664.0,395.0,491.0,10.0,7679.0,667.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,按摩,武汉,其他,12221.0,9822.0,1710.0,549.0,140.0,8.0,6124.0,153.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,洗衣,上海,其他,23889.0,23076.0,556.0,164.0,93.0,8.0,12325.0,441.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,洗衣,深圳,无服务,11874.0,9551.0,1653.0,461.0,209.0,9.0,5130.0,229.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,iOS APP,洗衣,武汉,服务者原因,13980.0,8585.0,3318.0,1004.0,1073.0,1.0,5011.0,323.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,微信公众号,按摩,成都,无服务,10365.0,9957.0,256.0,73.0,79.0,8.0,7192.0,96.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,微信公众号,洗衣,成都,服务者原因,17952.0,16917.0,785.0,152.0,98.0,3.0,8870.0,280.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,微信公众号,洗衣,深圳,无服务,15649.0,15145.0,352.0,56.0,96.0,4.0,9126.0,353.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,广告二维码,微信公众号,洗衣,深圳,无服务,24402.0,22996.0,1007.0,137.0,262.0,7.0,13859.0,510.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,按摩,北京,服务者原因,23954.0,17182.0,4636.0,1610.0,526.0,8.0,12449.0,218.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,按摩,广州,无服务,18209.0,16959.0,774.0,166.0,310.0,5.0,11385.0,532.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,按摩,杭州,无服务,26454.0,22292.0,3135.0,703.0,324.0,2.0,15599.0,378.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,按摩,深圳,服务者原因,21375.0,13986.0,4877.0,1121.0,1391.0,3.0,9019.0,176.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,洗衣,长沙,其他,22416.0,18479.0,2805.0,836.0,296.0,3.0,9259.0,712.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,洗衣,成都,服务者原因,10421.0,6564.0,2792.0,544.0,521.0,6.0,5046.0,60.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,洗衣,广州,其他,10853.0,7392.0,2540.0,689.0,232.0,8.0,3947.0,151.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,洗衣,杭州,服务者原因,17475.0,17376.0,65.0,11.0,23.0,8.0,10590.0,506.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,洗衣,武汉,无服务,22047.0,20157.0,1492.0,139.0,259.0,2.0,12650.0,609.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,Android APP,洗衣,武汉,无服务,25513.0,20984.0,2914.0,747.0,868.0,9.0,12196.0,363.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,iOS APP,按摩,北京,其他,19619.0,18379.0,967.0,179.0,94.0,8.0,13672.0,178.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,iOS APP,按摩,上海,其他,14723.0,11419.0,2107.0,671.0,526.0,7.0,5999.0,236.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,iOS APP,按摩,武汉,服务者原因,21438.0,18638.0,2047.0,384.0,369.0,2.0,12222.0,228.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,iOS APP,按摩,武汉,其他,18592.0,11203.0,5270.0,1297.0,822.0,2.0,8217.0,130.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,iOS APP,洗衣,杭州,服务者原因,22857.0,19638.0,2135.0,543.0,541.0,7.0,13151.0,346.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,iOS APP,洗衣,上海,其他,27536.0,18636.0,5454.0,1885.0,1561.0,6.0,11517.0,606.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,iOS APP,洗衣,深圳,无服务,28266.0,20476.0,5251.0,860.0,1679.0,7.0,12048.0,363.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,微信公众号,按摩,杭州,服务者原因,28006.0,16979.0,7967.0,2092.0,968.0,7.0,9510.0,319.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,微信公众号,按摩,上海,无服务,28333.0,23473.0,3274.0,804.0,782.0,7.0,15291.0,619.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,微信公众号,洗衣,武汉,服务者原因,10537.0,8380.0,1555.0,454.0,148.0,4.0,4829.0,276.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,微信朋友圈H5页面,微信公众号,洗衣,武汉,无服务,18328.0,14002.0,3384.0,574.0,368.0,5.0,10722.0,238.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,Android APP,按摩,广州,其他,18004.0,13075.0,3705.0,696.0,528.0,10.0,10114.0,198.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,Android APP,洗衣,北京,其他,25306.0,19303.0,4453.0,506.0,1044.0,7.0,15145.0,294.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,Android APP,洗衣,成都,服务者原因,22147.0,14299.0,5006.0,1462.0,1380.0,1.0,7399.0,328.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,Android APP,洗衣,成都,其他,25314.0,20007.0,4196.0,502.0,609.0,6.0,13105.0,465.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,Android APP,洗衣,广州,服务者原因,28882.0,23521.0,3537.0,1035.0,789.0,2.0,17360.0,438.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,Android APP,洗衣,广州,其他,12312.0,12006.0,238.0,26.0,42.0,3.0,9057.0,209.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,Android APP,洗衣,深圳,其他,14413.0,9507.0,3369.0,955.0,582.0,5.0,6973.0,194.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,iOS APP,按摩,长沙,服务者原因,27729.0,24338.0,2643.0,378.0,370.0,7.0,15810.0,445.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,iOS APP,按摩,长沙,无服务,13910.0,9852.0,2902.0,388.0,768.0,5.0,6969.0,118.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,iOS APP,洗衣,成都,其他,17304.0,11915.0,3953.0,724.0,712.0,2.0,9449.0,101.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,iOS APP,洗衣,武汉,其他,22289.0,17456.0,3773.0,357.0,703.0,8.0,9366.0,612.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,iOS APP,洗衣,武汉,无服务,12206.0,8990.0,2383.0,418.0,415.0,7.0,5179.0,185.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,iOS APP,洗衣,武汉,无服务,13023.0,11418.0,1113.0,164.0,328.0,1.0,8385.0,204.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,微信公众号,按摩,北京,服务者原因,15982.0,12147.0,3009.0,477.0,349.0,9.0,8266.0,123.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,微信公众号,洗衣,杭州,无服务,28154.0,21229.0,5118.0,892.0,915.0,7.0,16476.0,165.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月4日,应用商店,微信公众号,洗衣,武汉,服务者原因,15176.0,9694.0,3480.0,878.0,1124.0,2.0,7410.0,76.0,其他分组,未分组,不合格,未分组项,424.0,0.0
2014年10月5日,UC浏览器引流,Android APP,按摩,上海,无服务,14300.0,8972.0,3979.0,484.0,865.0,2.0,6853.0,190.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,Android APP,按摩,深圳,其他,20336.0,16677.0,2468.0,911.0,280.0,1.0,9209.0,279.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,Android APP,按摩,深圳,无服务,13662.0,13270.0,282.0,42.0,68.0,9.0,7658.0,198.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,Android APP,按摩,武汉,其他,12179.0,8554.0,2762.0,530.0,333.0,8.0,6355.0,129.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,Android APP,洗衣,北京,服务者原因,15134.0,10628.0,3435.0,607.0,464.0,10.0,8341.0,147.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,Android APP,洗衣,长沙,服务者原因,19477.0,18404.0,787.0,187.0,99.0,5.0,13914.0,371.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,Android APP,洗衣,武汉,其他,29968.0,28842.0,712.0,210.0,204.0,9.0,17386.0,793.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,iOS APP,按摩,长沙,其他,11005.0,6669.0,3317.0,655.0,364.0,6.0,4791.0,101.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,iOS APP,按摩,武汉,服务者原因,13158.0,9240.0,2478.0,902.0,538.0,5.0,6825.0,199.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,iOS APP,洗衣,北京,无服务,23191.0,22394.0,483.0,246.0,68.0,6.0,15826.0,631.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,微信公众号,按摩,长沙,其他,17148.0,14342.0,1889.0,320.0,597.0,7.0,9232.0,196.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,微信公众号,按摩,上海,无服务,22235.0,21051.0,911.0,192.0,81.0,2.0,13900.0,377.0,其他分组,未分组,不合格,未分组项,423.0,0.0
2014年10月5日,UC浏览器引流,微信公众号,按摩,武汉,无服务,15470.0,15375.0,69.0,15.0,11.0,3.0,8694.0,608.0,其他分组,未分组,不合格,未分组项,423.0,0.0
